fluxes,acka_sol,sucoas_sol,acka_sucoas_sol,ac_sucoas_sol,ex_sucoas_sol,ex_icd_sol
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.008242266617750023,0.006716445310078561,0.0,-0.0064818425446868866,0.0,0.0
0.11673511997141528,0.11627065962506095,0.0947464529789329,0.09441081360500418,0.0944108136050035,0.09474645297893364,0.0
0.0,0.0,0.006504886108136196,0.0,0.0,0.0,0.0
0.0,0.0,0.006504886108136196,0.0,0.0,0.0,0.0
-0.10132109396525757,-0.10091796223927965,-0.08223587098298987,-0.08194455035426562,-0.08194455035426502,-0.0822358709829905,0.0
0.10132109396525757,0.10091796223927965,0.08223587098298987,0.08194455035426562,0.08194455035426502,0.0822358709829905,0.0
0.0,0.0,0.0,0.0,0.0064818425446868866,0.0,0.0
0.06770820123185058,0.06743880694328502,0.054954429360010965,0.05475975325673661,0.05475975325673622,0.054954429360011374,0.0
5.6712099539435075,5.672518128713036,5.732837176953818,5.6760959459480524,5.6760959459480445,5.732837176953835,0.9046153846153845
5.6712099539435075,5.672518128713036,3.700426877199094,2.4650426729764052,3.84579975679096,3.8960341116924626,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0064818425446868866,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.17761158652409265,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.395081143081015,4.563163290499469,3.9439346356025595,3.9658920735815264,3.9594102310368324,3.943934635602604,0.3015384615384614
0.00013660789282920474,0.00013606436360505975,0.00011087591547095878,0.00011048313746583042,0.00011048313746585048,0.00011087591547157811,0.0
-0.01741076782982553,-0.017341494664572844,-0.014131210007062057,-0.014081150186029175,-0.014081150186029073,-0.014131210007062162,0.0
1.6470620161641532,1.510764678892929,1.2313944637124337,1.2270322479896372,1.227032247989661,1.2313944637124021,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.2061538461538461
0.00027321578565840947,0.0002721287272101195,0.00022175183094191755,0.00022096627493166084,0.00022096627493170095,0.00022175183094315623,0.0
0.012767018360797067,0.012716221533147887,0.010362174683151149,0.010325466672309134,0.01032546667230906,0.010362174683151225,0.0
6.830394641449944e-05,6.803218180255558e-05,5.5437957735180596e-05,5.5241568732925645e-05,5.52415687329461e-05,5.543795773579953e-05,0.0
-0.1782163291377479,0.0,-0.14464682995881667,-0.1441344184655975,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.00020613702213868385,-0.2847418327007946,-0.00016730827603665636,-0.2312080122306879,-3.950728386824383,-3.9222121543963486,0.0
-0.8967796650391072,-0.8932115991997995,-0.7278588687526746,-0.7252804282164957,-1.2275781731617694,-0.7278588687526448,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00013660789282920474,0.00013606436360505975,0.00011087591547095878,0.00011048313746583042,0.00011048313746585048,0.00011087591547157811,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26652148841727574,0.0,0.0,0.21555218832905987,0.0,0.0,0.0
-0.2954546929833679,-0.29427915138917626,-0.23980173389998188,-0.2389522360949341,-0.23895223609495453,-0.23980173389989723,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.83039464147053e-05,6.803218180250416e-05,5.543795773577818e-05,5.5241568732904774e-05,5.5241568732904374e-05,5.543795773577859e-05,0.0
14.00850661482145,14.016430277448853,14.38363181172125,14.331670141636835,14.331670141636812,14.383631811721324,2.4123076923076923
0.011918579205780325,0.011871158108964315,0.00967355072383229,0.009639282163833142,0.009639282163833073,0.009673550723832362,0.0
0.00013660789282920474,0.00013606436360505975,0.00011087591547095878,0.00011048313746583042,0.00011048313746585048,0.00011087591547157811,0.0
6.83039464147053e-05,6.803218180250416e-05,5.543795773577818e-05,5.5241568732904774e-05,5.5241568732904374e-05,5.543795773577859e-05,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.06130625073164762,0.0,0.0
-0.08898779034940768,-0.08863372980672526,-0.07222571490142556,-0.07196985525740848,-0.07196985525740796,-0.07222571490142608,0.0
0.0011957785058430918,0.10091796223927965,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.12961271108851802,-0.30660426414622194,-0.10519837251743212,-0.10482570721145044,-0.24896012567704612,-0.24984520247625067,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.13799571875409683,-0.1374466677114978,-0.11200232527649273,-0.11160555696324809,-0.11160555696324727,-0.11200232527649356,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.10132109396525757,-0.10091796223927965,-0.08223587098298987,-0.08194455035426562,-0.08194455035426502,-0.0822358709829905,0.0
0.00027321578565840947,0.0002721287272101195,0.00022175183094191755,0.00022096627493166084,0.00022096627493170095,0.00022175183094315623,0.0
0.08898779034940768,0.08863372980672526,0.07222571490142556,0.07196985525740848,0.07196985525740796,0.07222571490142608,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08898779034940768,0.08863372980672526,0.07222571490142556,0.07196985525740848,0.07196985525740796,0.07222571490142608,0.0
0.26781487316047803,0.26674930361484367,0.2173682546706646,0.2165982274810955,0.21659822748109495,0.21736825467067028,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11673511997141528,0.11627065962506095,0.0947464529789329,0.09441081360500418,0.0944108136050035,0.09474645297893364,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01741076782982553,0.017341494664572844,0.014131210007062057,0.014081150186029175,0.014081150186029073,0.014131210007062162,0.0
