EX_co2_e,EX_cobalt2_e,EX_glc__D_e,EX_h_e,EX_h2o_e,EX_k_e,EX_cu2_e,EX_mg2_e,EX_mn2_e,EX_mobd_e,EX_na1_e,EX_nh4_e,EX_ca2_e,EX_cbl1_e,EX_ni2_e,EX_o2_e,EX_cl_e,EX_pi_e,EX_zn2_e,EX_sel_e,EX_slnt_e,EX_so4_e,EX_tungs_e,EX_fe2_e,EX_fe3_e
1000.0,1000.0,10.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0.01,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
